seq_len,device,theoretical_flops,mean_time,std_time,se_time,mean_memory,std_memory,se_memory
10,GPU,10596160,0.0004193550004856661,0.00017278645091401231,3.963993043932793e-05,0.4267578125,1.77505943306295,0.40722656249999994
100,GPU,115897600,0.0004143649999605259,0.0001239150242819726,2.8428056233237227e-05,0.2041015625,0.038310635245962954,0.0087890625
1000,GPU,2152576000,0.0007117150002159178,0.00017163959121524062,3.937682277988765e-05,2.048828125,0.3953763766944693,0.09070556161444533
10000,GPU,120885760000,0.04914056999987224,0.0019753800625165454,0.00045318326671550945,20.89453125,3.8991713205891183,0.8945312499999999
